Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID46863 : ID43763),369,46863,43763,3.168,16.500,86.644,128.793,11.955,1.780,1.780,None
(ID43763 : ID49866),369,43763,49866,1.300,17.500,86.958,129.324,11.989,1.140,1.140,None
(ID43762 : ID49864),369,43762,49864,3.643,17.500,77.559,129.014,12.325,1.909,1.909,None
(ID49866 : ID52896),369,49866,52896,1.346,18.500,86.718,129.052,11.894,1.160,1.160,None
(ID49864 : ID52899),369,49864,52899,2.142,18.500,77.292,129.409,12.415,1.464,1.464,None
(ID52899 : ID58910),369,52899,58910,0.969,19.500,78.215,129.678,12.022,0.985,0.985,None
(ID52896 : ID58906),369,52896,58906,0.411,19.500,87.178,128.319,11.681,0.641,0.641,None
(ID58906 : ID55664),369,58906,55664,2.626,20.500,86.954,127.735,10.943,1.620,1.620,None
(ID58910 : ID55665),369,58910,55665,1.879,20.500,78.372,129.194,11.113,1.371,1.371,None
(ID55665 : ID64548),369,55665,64548,0.226,21.500,78.456,128.579,10.539,0.475,0.475,None
(ID55664 : ID64546),369,55664,64546,0.343,21.500,86.267,127.320,10.311,0.586,0.586,None
(ID64546 : ID61652),369,64546,61652,0.166,22.500,85.885,127.166,10.133,0.408,0.408,None
(ID64548 : ID61653),369,64548,61653,0.236,22.500,78.660,128.560,10.237,0.485,0.485,None
(ID61653 : ID70200),369,61653,70200,2.139,23.500,79.344,128.911,10.260,1.462,1.462,None
(ID61652 : ID70199),369,61652,70199,0.871,23.500,86.123,127.342,10.165,0.933,0.933,None
(ID70199 : ID67386),369,70199,67386,1.390,24.500,86.145,128.103,10.372,1.179,1.179,None
(ID70200 : ID67388),369,70200,67388,0.723,24.500,79.926,129.559,10.555,0.850,0.850,None
(ID67386 : ID75855),369,67386,75855,0.489,25.500,85.688,128.906,10.295,0.700,0.700,None
(ID67388 : ID75857),369,67388,75857,0.240,25.500,79.704,130.134,10.512,0.489,0.489,None
(ID75855 : ID73278),369,75855,73278,2.120,26.500,85.959,129.678,10.576,1.456,1.456,None
(ID75857 : ID73282),369,75857,73282,0.909,26.500,79.755,130.640,10.666,0.953,0.953,None
(ID73282 : ID81126),369,73282,81126,1.230,27.500,79.482,131.182,10.722,1.109,1.109,None
(ID73278 : ID81125),369,73278,81125,1.537,27.500,85.807,130.343,10.789,1.240,1.240,None
(ID81125 : ID78454),369,81125,78454,0.463,28.500,85.123,130.418,10.332,0.681,0.681,None
(ID81126 : ID78456),369,81126,78456,0.494,28.500,79.033,131.282,10.182,0.703,0.703,None
(ID78454 : ID83700),369,78454,83700,0.466,29.500,84.918,130.209,9.719,0.683,0.683,None
(ID78456 : ID83704),369,78456,83704,0.541,29.500,79.074,131.026,9.514,0.735,0.735,None
(ID20295 : ID6751),371,20295,6751,1.039,0.500,38.681,79.177,27.041,1.020,1.020,None
(ID6751 : ID14404),371,6751,14404,1.384,1.500,38.072,79.141,27.194,1.176,1.176,None
(ID14404 : ID17781),371,14404,17781,1.528,2.500,38.081,79.228,27.194,1.236,1.236,None
(ID17781 : ID15365),371,17781,15365,0.457,3.500,38.667,79.690,27.715,0.676,0.676,None
(ID15365 : ID2085),371,15365,2085,0.831,4.500,39.085,80.056,27.589,0.912,0.912,None
(ID2085 : ID11151),371,2085,11151,0.097,5.500,39.318,80.264,27.184,0.311,0.311,None
(ID11151 : ID6472),371,11151,6472,1.380,6.500,38.737,80.315,26.796,1.175,1.175,None
(ID6472 : ID41905),371,6472,41905,0.473,7.500,38.555,80.144,26.494,0.688,0.688,None
(ID41905 : ID23082),371,41905,23082,1.347,8.500,39.148,80.100,26.997,1.161,1.161,None
(ID23082 : ID39494),371,23082,39494,0.380,9.500,39.198,79.990,27.400,0.616,0.616,None
(ID39494 : ID25726),371,39494,25726,1.897,10.500,38.316,79.920,27.139,1.377,1.377,None
(ID25726 : ID33675),371,25726,33675,0.396,11.500,37.689,79.952,27.283,0.629,0.629,None
(ID33675 : ID36776),371,33675,36776,0.228,12.500,37.892,79.699,27.585,0.478,0.478,None
(ID36776 : ID28517),371,36776,28517,0.301,13.500,37.790,79.516,27.561,0.548,0.548,None
(ID28517 : ID33275),371,28517,33275,5.151,14.500,38.645,79.374,27.525,2.270,2.270,None
(ID33275 : ID48148),371,33275,48148,15.580,15.500,38.606,78.103,28.622,3.947,3.947,None
(ID33275 : ID47862),371,33275,47862,5.180,15.500,40.509,79.731,26.794,2.276,2.276,None
(ID47862 : ID44804),371,47862,44804,2.633,16.500,41.899,80.684,25.966,1.623,1.623,None
(ID48148 : ID45136),371,48148,45136,1.456,16.500,37.642,76.397,29.808,1.206,1.206,None
(ID45136 : ID51164),371,45136,51164,3.818,17.500,36.886,75.689,30.009,1.954,1.954,None
(ID44804 : ID50871),371,44804,50871,2.159,17.500,42.043,81.681,25.899,1.469,1.469,None
(ID51164 : ID54070),371,51164,54070,18.906,18.500,37.457,74.481,29.010,4.348,4.348,None
(ID50871 : ID53917),371,50871,53917,0.742,18.500,41.784,81.858,25.937,0.862,0.862,None
(ID53917 : ID59869),371,53917,59869,0.434,19.500,42.163,81.690,25.692,0.659,0.659,None
(ID54070 : ID60024),371,54070,60024,2.778,19.500,39.451,74.103,27.775,1.667,1.667,None
(ID59869 : ID56678),371,59869,56678,3.904,20.500,42.129,82.581,24.782,1.976,1.976,None
(ID60024 : ID56830),371,60024,56830,3.941,20.500,40.133,75.069,26.737,1.985,1.985,None
(ID56678 : ID65563),371,56678,65563,3.040,21.500,42.260,84.072,23.869,1.743,1.743,None
(ID56830 : ID65715),371,56830,65715,3.303,21.500,40.824,76.082,25.549,1.818,1.818,None
(ID65563 : ID62818),371,65563,62818,20.297,22.500,40.756,84.215,24.821,4.505,4.505,None
(ID65715 : ID62814),371,65715,62814,13.021,22.500,41.015,75.088,25.738,3.608,3.608,None
(ID62814 : ID71355),371,62814,71355,2.657,23.500,41.030,74.092,26.404,1.630,1.630,None
(ID62818 : ID71363),371,62818,71363,0.695,23.500,39.113,83.840,26.298,0.834,0.834,None
(ID71355 : ID68512),371,71355,68512,1.543,24.500,40.753,75.056,26.648,1.242,1.242,None
(ID71363 : ID68521),371,71363,68521,0.876,24.500,38.870,84.182,26.346,0.936,0.936,None
(ID68521 : ID76948),371,68521,76948,4.333,25.500,37.799,85.051,26.154,2.082,2.082,None
(ID68512 : ID77093),371,68512,77093,1.031,25.500,39.739,75.537,26.742,1.015,1.015,None
(ID77093 : ID74333),371,77093,74333,1.651,26.500,39.754,76.150,27.075,1.285,1.285,None
(ID76948 : ID74339),371,76948,74339,12.397,26.500,36.763,87.382,26.971,3.521,3.521,None
(ID74333 : ID82360),371,74333,82360,1.352,27.500,39.699,76.598,27.073,1.163,1.163,None
(ID74339 : ID82217),371,74339,82217,9.336,27.500,36.920,87.880,26.757,3.056,3.056,None
(ID82217 : ID79516),371,82217,79516,7.914,28.500,36.712,88.035,25.911,2.813,2.813,None
(ID82360 : ID79639),371,82360,79639,13.606,28.500,37.536,77.340,27.275,3.689,3.689,None
(ID79516 : ID84772),371,79516,84772,3.261,29.500,36.680,88.689,25.860,1.806,1.806,None
(ID79639 : ID85066),371,79639,85066,14.757,29.500,35.064,79.493,28.639,3.842,3.842,None
(ID20411 : ID6756),373,20411,6756,1.224,0.500,124.899,79.996,27.480,1.106,1.106,None
(ID6756 : ID14407),373,6756,14407,0.966,1.500,124.112,80.506,27.266,0.983,0.983,None
(ID14407 : ID17782),373,14407,17782,2.006,2.500,124.390,80.859,27.190,1.416,1.416,None
(ID17782 : ID15367),373,17782,15367,0.621,3.500,125.270,81.224,27.669,0.788,0.788,None
(ID15367 : ID2086),373,15367,2086,0.978,4.500,125.894,81.392,27.635,0.989,0.989,None
(ID2086 : ID11153),373,2086,11153,0.196,5.500,126.457,81.374,27.469,0.443,0.443,None
(ID11153 : ID6683),373,11153,6683,4.358,6.500,125.666,81.227,27.226,2.088,2.088,None
(ID6683 : ID41906),373,6683,41906,1.670,7.500,125.058,80.686,26.496,1.292,1.292,None
(ID41906 : ID23083),373,41906,23083,5.884,8.500,124.848,80.177,27.217,2.426,2.426,None
(ID23083 : ID39495),373,23083,39495,0.928,9.500,123.982,80.064,27.910,0.963,0.963,None
(ID39495 : ID25725),373,39495,25725,0.472,10.500,123.371,80.193,27.542,0.687,0.687,None
(ID25725 : ID33679),373,25725,33679,0.658,11.500,123.128,80.412,27.944,0.811,0.811,None
(ID33679 : ID36777),373,33679,36777,0.821,12.500,123.329,80.421,27.908,0.906,0.906,None
(ID36777 : ID28518),373,36777,28518,0.325,13.500,123.683,80.239,27.616,0.570,0.570,None
(ID28518 : ID33281),373,28518,33281,2.624,14.500,124.705,80.186,27.856,1.620,1.620,None
(ID33281 : ID48149),373,33281,48149,10.628,15.500,126.373,81.320,28.830,3.260,3.260,None
(ID48149 : ID45144),373,48149,45144,2.300,16.500,127.747,82.854,30.022,1.517,1.517,None
(ID45144 : ID51170),373,45144,51170,0.777,17.500,128.498,83.083,30.063,0.881,0.881,None
(ID45144 : ID51174),373,45144,51174,6.220,17.500,128.736,84.448,30.123,2.494,2.494,None
(ID51170 : ID54223),373,51170,54223,0.148,18.500,128.628,82.747,29.664,0.385,0.385,None
(ID51174 : ID54225),373,51174,54225,2.208,18.500,129.480,86.186,30.238,1.486,1.486,None
(ID54225 : ID60194),373,54225,60194,0.823,19.500,129.979,86.912,30.207,0.907,0.907,None
(ID60194 : ID57147),373,60194,57147,0.848,20.500,130.182,87.424,29.609,0.921,0.921,None
(ID57147 : ID66027),373,57147,66027,1.582,21.500,130.054,88.443,29.405,1.258,1.258,None
(ID66027 : ID63146),373,66027,63146,2.118,22.500,129.876,89.768,29.594,1.455,1.455,None
(ID63146 : ID71654),373,63146,71654,1.749,23.500,129.769,91.064,30.050,1.323,1.323,None
(ID71654 : ID68670),373,71654,68670,15.867,24.500,128.753,90.142,29.519,3.983,3.983,None
(ID71654 : ID68843),373,71654,68843,0.463,24.500,129.798,91.982,30.261,0.680,0.680,None
(ID68843 : ID77245),373,68843,77245,0.823,25.500,129.673,92.693,30.339,0.907,0.907,None
(ID68670 : ID76947),373,68670,76947,38.121,25.500,125.791,86.833,27.129,6.174,6.174,None
(ID76947 : ID74188),373,76947,74188,0.923,26.500,123.732,85.340,25.927,0.961,0.961,None
(ID77245 : ID74619),373,77245,74619,1.123,26.500,129.880,93.412,30.656,1.060,1.060,None
(ID74188 : ID82216),373,74188,82216,2.099,27.500,123.348,85.746,25.635,1.449,1.449,None
(ID74619 : ID82528),373,74619,82528,1.787,27.500,129.764,94.005,30.448,1.337,1.337,None
(ID82216 : ID79510),373,82216,79510,23.339,28.500,123.411,83.466,25.113,4.831,4.831,None
(ID82528 : ID79793),373,82528,79793,0.184,28.500,129.238,94.453,29.986,0.429,0.429,None
(ID79510 : ID84771),373,79510,84771,20.240,29.500,123.810,83.326,25.132,4.499,4.499,None
(ID79793 : ID85074),373,79793,85074,0.847,29.500,129.578,94.427,29.710,0.920,0.920,None
(ID20884 : ID7728),375,20884,7728,1.082,0.500,24.440,235.560,35.676,1.040,1.040,None
(ID7728 : ID14894),375,7728,14894,0.270,1.500,23.660,235.560,35.676,0.520,0.520,None
(ID14894 : ID18296),375,14894,18296,1.352,2.500,23.920,235.820,35.676,1.163,1.163,None
(ID18296 : ID16781),375,18296,16781,2.163,3.500,24.960,236.600,35.676,1.471,1.471,None
(ID16781 : ID2609),375,16781,2609,0.270,4.500,25.740,237.120,35.676,0.520,0.520,None
(ID2609 : ID12188),375,2609,12188,0.270,5.500,25.740,237.120,35.676,0.520,0.520,None
(ID12188 : ID7667),375,12188,7667,0.541,6.500,25.220,236.860,35.676,0.735,0.735,None
(ID7667 : ID42576),375,7667,42576,19.739,7.500,25.740,238.680,35.676,4.443,4.443,None
(ID7667 : ID42571),375,7667,42571,3.515,7.500,25.480,235.820,35.676,1.875,1.875,None
(ID42571 : ID23620),375,42571,23620,1.352,8.500,25.740,234.520,35.676,1.163,1.163,None
(ID42576 : ID23625),375,42576,23625,0.000,8.500,26.520,240.760,35.676,0.000,0.000,None
(ID23625 : ID40055),375,23625,40055,2.434,9.500,25.740,240.760,35.676,1.560,1.560,None
(ID23620 : ID40050),375,23620,40050,1.352,9.500,24.960,233.740,35.676,1.163,1.163,None
(ID40055 : ID26293),375,40055,26293,1.082,10.500,24.440,240.760,35.676,1.040,1.040,None
(ID40050 : ID26288),375,40050,26288,2.704,10.500,24.180,234.260,35.676,1.644,1.644,None
(ID26288 : ID34564),375,26288,34564,1.082,11.500,23.920,235.560,35.676,1.040,1.040,None
(ID34564 : ID37342),375,34564,37342,0.270,12.500,23.920,236.340,35.676,0.520,0.520,None
(ID37342 : ID29092),375,37342,29092,0.270,13.500,23.920,236.340,35.676,0.520,0.520,None
(ID29092 : ID34411),375,29092,34411,2.434,14.500,24.700,236.080,35.676,1.560,1.560,None
(ID34411 : ID48625),375,34411,48625,1.352,15.500,25.740,236.600,35.676,1.163,1.163,None
(ID48625 : ID45625),375,48625,45625,10.816,16.500,27.560,236.600,35.676,3.289,3.289,None
(ID19783 : ID5496),379,19783,5496,1.080,0.500,72.953,40.704,18.498,1.039,1.039,None
(ID5496 : ID13901),379,5496,13901,0.960,1.500,72.207,41.112,18.739,0.980,0.980,None
(ID13901 : ID17225),379,13901,17225,0.221,2.500,71.890,41.331,18.868,0.470,0.470,None
(ID17225 : ID11928),379,17225,11928,2.317,3.500,72.105,41.707,19.329,1.522,1.522,None
(ID11928 : ID1517),379,11928,1517,4.210,4.500,72.895,41.518,19.303,2.052,2.052,None
(ID1517 : ID10147),379,1517,10147,1.133,5.500,72.984,41.240,18.550,1.065,1.065,None
(ID10147 : ID5546),379,10147,5546,0.214,6.500,72.425,41.222,18.569,0.462,0.462,None
(ID5546 : ID41541),379,5546,41541,1.405,7.500,72.781,40.976,19.056,1.185,1.185,None
(ID41541 : ID22578),379,41541,22578,0.150,8.500,73.037,41.020,19.533,0.387,0.387,None
(ID22578 : ID38983),379,22578,38983,1.074,9.500,72.435,41.313,19.773,1.036,1.036,None
(ID38983 : ID25126),379,38983,25126,2.544,10.500,71.581,41.469,19.274,1.595,1.595,None
(ID25126 : ID32488),379,25126,32488,0.603,11.500,71.318,41.769,18.625,0.776,0.776,None
(ID32488 : ID36287),379,32488,36287,0.136,12.500,71.502,41.991,18.778,0.369,0.369,None
(ID36287 : ID28033),379,36287,28033,0.153,13.500,71.473,41.688,18.977,0.391,0.391,None
(ID28033 : ID32246),379,28033,32246,2.256,14.500,72.120,41.703,19.218,1.502,1.502,None
(ID32246 : ID47298),379,32246,47298,6.236,15.500,73.667,41.013,19.080,2.497,2.497,None
(ID32246 : ID47304),379,32246,47304,12.143,15.500,72.164,43.408,18.851,3.485,3.485,None
(ID47298 : ID44331),379,47298,44331,3.037,16.500,75.326,40.198,19.065,1.743,1.743,None
(ID47304 : ID44222),379,47304,44222,6.901,16.500,72.160,46.015,17.994,2.627,2.627,None
(ID44222 : ID50291),379,44222,50291,2.116,17.500,72.119,47.087,17.479,1.455,1.455,None
(ID44331 : ID50284),379,44331,50284,1.128,17.500,75.748,40.036,19.080,1.062,1.062,None
(ID50284 : ID53449),379,50284,53449,2.689,18.500,76.007,39.480,19.167,1.640,1.640,None
(ID50291 : ID53343),379,50291,53343,2.701,18.500,71.808,46.361,17.424,1.643,1.643,None
(ID53449 : ID59337),379,53449,59337,1.687,19.500,77.107,38.964,19.088,1.299,1.299,None
(ID53343 : ID59342),379,53343,59342,0.793,19.500,72.457,45.291,17.607,0.891,0.891,None
(ID59342 : ID56239),379,59342,56239,0.562,20.500,72.679,44.832,17.296,0.749,0.749,None
(ID59337 : ID56233),379,59337,56233,0.659,20.500,77.873,38.630,18.456,0.812,0.812,None
(ID56233 : ID65112),379,56233,65112,1.735,21.500,77.619,38.527,17.947,1.317,1.317,None
(ID56239 : ID64990),379,56239,64990,0.627,21.500,72.491,45.038,16.735,0.792,0.792,None
(ID65112 : ID62084),379,65112,62084,2.176,22.500,76.869,39.031,17.079,1.475,1.475,None
(ID64990 : ID62090),379,64990,62090,1.698,22.500,72.142,45.848,16.171,1.303,1.303,None
(ID62084 : ID70769),379,62084,70769,2.210,23.500,76.820,40.136,16.863,1.487,1.487,None
(ID62090 : ID70628),379,62090,70628,1.923,23.500,72.034,46.976,16.097,1.387,1.387,None
(ID70628 : ID67825),379,70628,67825,1.750,24.500,71.603,47.979,16.230,1.323,1.323,None
(ID70769 : ID67954),379,70769,67954,3.998,24.500,76.460,41.656,17.110,2.000,2.000,None
(ID67954 : ID76250),379,67954,76250,1.523,25.500,75.638,42.907,16.671,1.234,1.234,None
(ID67825 : ID76255),379,67825,76255,0.515,25.500,70.835,48.604,15.995,0.717,0.717,None
(ID76255 : ID73534),379,76255,73534,1.820,26.500,70.901,49.346,16.248,1.349,1.349,None
(ID76250 : ID73525),379,76250,73525,0.936,26.500,75.489,43.693,16.510,0.967,0.967,None
(ID73525 : ID81555),379,73525,81555,0.325,27.500,75.490,44.180,16.500,0.570,0.570,None
(ID73534 : ID81790),379,73534,81790,17.168,27.500,71.173,51.150,18.186,4.143,4.143,None
(ID73534 : ID81560),379,73534,81560,0.473,27.500,71.237,50.057,16.314,0.688,0.688,None
(ID81560 : ID78869),379,81560,78869,0.942,28.500,70.859,50.403,15.805,0.971,0.971,None
(ID81790 : ID78732),379,81790,78732,69.060,28.500,69.506,55.199,17.123,8.310,8.310,None
(ID81555 : ID78865),379,81555,78865,2.010,28.500,74.627,44.389,16.130,1.418,1.418,None
(ID78869 : ID83962),379,78869,83962,2.260,29.500,70.876,50.356,14.962,1.503,1.503,None
(ID78732 : ID83963),379,78732,83963,32.186,29.500,66.886,55.288,14.617,5.673,5.673,None
(ID78865 : ID84091),379,78865,84091,2.627,29.500,74.750,44.392,15.894,1.621,1.621,None
(ID19784 : ID5498),380,19784,5498,0.888,0.500,95.030,40.996,18.086,0.943,0.943,None
(ID5498 : ID13799),380,5498,13799,0.690,1.500,94.229,41.365,18.142,0.831,0.831,None
(ID13799 : ID17226),380,13799,17226,0.584,2.500,94.110,41.686,18.412,0.764,0.764,None
(ID17226 : ID11930),380,17226,11930,1.070,3.500,94.530,42.173,19.001,1.034,1.034,None
(ID11930 : ID1519),380,11930,1519,2.900,4.500,95.352,42.503,18.774,1.703,1.703,None
(ID1519 : ID10149),380,1519,10149,0.675,5.500,95.601,42.375,18.242,0.822,0.822,None
(ID10149 : ID5548),380,10149,5548,0.985,6.500,94.883,42.001,18.519,0.992,0.992,None
(ID5548 : ID41448),380,5548,41448,0.696,7.500,94.826,41.433,18.626,0.834,0.834,None
(ID41448 : ID22472),380,41448,22472,0.360,8.500,94.878,41.340,18.564,0.600,0.600,None
(ID22472 : ID38870),380,22472,38870,0.905,9.500,94.222,41.489,18.490,0.951,0.951,None
(ID38870 : ID25125),380,38870,25125,1.071,10.500,93.354,41.250,18.101,1.035,1.035,None
(ID25125 : ID32482),380,25125,32482,0.590,11.500,93.097,40.808,18.116,0.768,0.768,None
(ID32482 : ID36286),380,32482,36286,0.418,12.500,93.396,40.533,18.652,0.647,0.647,None
(ID36286 : ID28032),380,36286,28032,0.296,13.500,93.271,40.455,18.877,0.544,0.544,None
(ID28032 : ID32242),380,28032,32242,7.051,14.500,94.322,40.254,18.970,2.655,2.655,None
(ID32242 : ID47303),380,32242,47303,10.454,15.500,95.681,41.574,18.460,3.233,3.233,None
(ID32242 : ID47417),380,32242,47417,13.589,15.500,95.570,38.269,19.287,3.686,3.686,None
(ID47417 : ID44325),380,47417,44325,3.257,16.500,95.870,35.621,19.600,1.805,1.805,None
(ID47303 : ID44220),380,47303,44220,0.483,16.500,96.012,43.245,17.826,0.695,0.695,None
(ID44220 : ID50286),380,44220,50286,1.960,17.500,95.683,43.121,17.976,1.400,1.400,None
(ID44325 : ID50403),380,44325,50403,1.678,17.500,95.894,34.302,19.982,1.295,1.295,None
(ID50403 : ID53442),380,50403,53442,0.286,18.500,95.825,33.771,20.211,0.535,0.535,None
(ID50286 : ID53341),380,50286,53341,1.060,18.500,95.410,42.420,17.988,1.030,1.030,None
(ID53341 : ID59340),380,53341,59340,0.946,19.500,96.213,41.912,17.840,0.973,0.973,None
(ID53442 : ID59444),380,53442,59444,1.342,19.500,96.638,33.749,20.025,1.158,1.158,None
(ID59444 : ID56231),380,59444,56231,2.549,20.500,97.153,33.802,19.039,1.597,1.597,None
(ID59340 : ID56107),380,59340,56107,1.727,20.500,96.741,41.915,17.151,1.314,1.314,None
(ID56107 : ID64989),380,56107,64989,0.348,21.500,96.721,42.331,16.469,0.590,0.590,None
(ID56231 : ID65109),380,56231,65109,0.221,21.500,97.166,34.051,18.125,0.470,0.470,None
(ID64989 : ID62088),380,64989,62088,1.778,22.500,96.533,43.268,16.476,1.333,1.333,None
(ID65109 : ID62199),380,65109,62199,1.616,22.500,97.117,34.861,17.857,1.271,1.271,None
(ID62199 : ID70762),380,62199,70762,1.997,23.500,97.004,36.161,17.857,1.413,1.413,None
(ID62088 : ID70627),380,62088,70627,1.935,23.500,96.402,44.615,16.596,1.391,1.391,None
(ID70762 : ID67952),380,70762,67952,2.511,24.500,96.522,37.481,17.872,1.585,1.585,None
(ID70627 : ID67823),380,70627,67823,4.052,24.500,95.757,46.097,16.607,2.013,2.013,None
(ID67823 : ID76254),380,67823,76254,0.700,25.500,95.002,47.278,16.485,0.837,0.837,None
(ID67952 : ID76383),380,67952,76383,0.608,25.500,95.886,38.450,17.660,0.780,0.780,None
(ID76254 : ID73533),380,76254,73533,0.942,26.500,95.250,47.963,16.483,0.971,0.971,None
(ID76383 : ID73659),380,76383,73659,1.357,26.500,96.091,39.210,17.720,1.165,1.165,None
(ID73533 : ID81558),380,73533,81558,0.755,27.500,95.452,48.554,16.281,0.869,0.869,None
(ID73659 : ID81676),380,73659,81676,0.582,27.500,96.207,39.833,17.671,0.763,0.763,None
(ID81676 : ID78973),380,81676,78973,0.292,28.500,95.821,39.802,17.428,0.541,0.541,None
(ID81558 : ID78868),380,81558,78868,0.445,28.500,94.967,48.774,15.909,0.667,0.667,None
(ID78973 : ID84085),380,78973,84085,0.737,29.500,95.950,39.419,17.055,0.858,0.858,None
(ID78868 : ID84094),380,78868,84094,1.117,29.500,95.124,48.593,15.563,1.057,1.057,None
(ID20889 : ID7734),382,20889,7734,1.082,0.500,117.000,240.760,35.676,1.040,1.040,None
(ID7734 : ID14899),382,7734,14899,1.082,1.500,115.960,240.760,35.676,1.040,1.040,None
(ID14899 : ID18303),382,14899,18303,4.326,2.500,116.480,240.760,35.676,2.080,2.080,None
(ID18303 : ID16797),382,18303,16797,0.000,3.500,117.520,240.760,35.676,0.000,0.000,None
(ID16797 : ID2616),382,16797,2616,0.000,4.500,117.520,240.760,35.676,0.000,0.000,None
(ID2616 : ID12198),382,2616,12198,0.270,5.500,117.780,240.760,35.676,0.520,0.520,None
(ID12198 : ID7671),382,12198,7671,2.434,6.500,117.260,240.760,35.676,1.560,1.560,None
(ID7671 : ID42574),382,7671,42574,6.760,7.500,116.480,239.460,35.676,2.600,2.600,None
(ID42574 : ID23623),382,42574,23623,1.082,8.500,116.480,237.640,35.676,1.040,1.040,None
(ID23623 : ID40051),382,23623,40051,2.434,9.500,115.700,237.120,35.676,1.560,1.560,None
